id;conversation_id;created_at;date;time;timezone;user_id;username;name;place;tweet;language;mentions;urls;photos;replies_count;retweets_count;likes_count;hashtags;cashtags;link;retweet;quote_url;video;thumbnail;near;geo;source;user_rt_id;user_rt;retweet_id;reply_to;retweet_date;translate;trans_src;trans_dest
1.4011E+18;1.4011E+18;2021-06-05 15:34:59 SE Asia Standard Time;05/06/2021;15:34:59;700;1.32527E+18;salsabilasalwa0;Salsabila Salwa;;Semangat yh yang lagi ujian sekolah 😁😁. Rajin belajar makin pandai,dan terus berusaha agar sukses #study;in;[];[];[];0;0;0;['study'];[];https://twitter.com/salsabilasalwa0/status/1401095193290416129;FALSE;https://twitter.com/Ammarfathani04/status/1400813932944584713;0;;;;;;;;[];;;;
1.40108E+18;1.40076E+18;2021-06-05 14:45:07 SE Asia Standard Time;05/06/2021;14:45:07;700;1.30228E+18;jonginunchi;KaIneffable;;@avocadoo_s @aufalagiambis @puspresnas Hi !!! Semangat ya I feel you, otak udah mau pecah rasanya liat soal math kmrn Taun lalu aku juga ikut olim, and i see beda banget daya juang sebelum dan sesudah pandemic Mereka² yang terpilih buat ngewakilin sekola;in;[];[];[];1;0;0;[];[];https://twitter.com/JongiNunchi/status/1401082644012552199;FALSE;;0;;;;;;;;"[{'screen_name': 'avocadoo_s', 'name': 'araa ^^', 'id': '1223483370329403394'}, {'screen_name': 'aufalagiambis', 'name': ""Faa '²³ 🌻 she/her"", 'id': '1388465993719050243'}, {'screen_name': 'puspresnas', 'name': 'PUSPRESNAS', 'id': '1245249011885289472'}]";;;;
1.40106E+18;1.40106E+18;2021-06-05 13:22:00 SE Asia Standard Time;05/06/2021;13:22:00;700;1.15129E+18;benihbaik;benihbaik;;Mereka sering kebasahan saat harus berangkat sekolah, karena sekolah ada di seberang desa dan tidak ada akses kesana selain menyeberangi sungai. Semangat mereka yang pantang menyerah untuk mendapat ilmu, perlu dukungan dari kita.   https://t.co/fkM6AgW0g0;in;[];['http://bit.ly/bantubangunjembatan'];[];0;1;0;[];[];https://twitter.com/benihbaik/status/1401061724380405760;FALSE;;0;;;;;;;;[];;;;
1.40105E+18;1.40105E+18;2021-06-05 12:43:03 SE Asia Standard Time;05/06/2021;12:43:03;700;1.40071E+18;firdastardust;Firdastardust;;1 jam perjalanan ke sekolah ga sia sia guru gua ngasi motifasi dan ngobrol sama gua yg bikin hati gua buat semangat lagi kedepanya. Agak lebay mungkin tp susah di katakan wkwkw;in;[];[];[];0;0;0;[];[];https://twitter.com/firdastardust/status/1401051922312818689;FALSE;;0;;;;;;;;[];;;;
1.40104E+18;1.40104E+18;2021-06-05 12:07:42 SE Asia Standard Time;05/06/2021;12:07:42;700;1871179802;siakadapp;Sistem Informasi dan Akademik Sekolah;;Pembelajaran tidak dicapai secara kebetulan, tapi harus dicari dengan semangat ketekunan;in;[];[];[];0;0;0;[];[];https://twitter.com/siakadapp/status/1401043027620110342;FALSE;;0;;;;;;;;[];;;;
1.40098E+18;1.40098E+18;2021-06-05 08:03:40 SE Asia Standard Time;05/06/2021;08:03:40;700;1.39541E+18;freesugar__;Fatih;;"Tapi konsep ini balik ke anaknya lagi, disini kita dituntut aktif dan jangan salahin ""kita kan sekolah online"" ya Allah make cara ini pas offline aja kepala mau meledak, jadi tergantung niat lagi kalo emang niat belajar sebenernya bisa ko, jadi semangat semuanya :)";in;[];[];[];0;0;0;[];[];https://twitter.com/freesugar__/status/1400981616013451264;FALSE;;0;;;;;;;;[];;;;
1.40098E+18;1.40098E+18;2021-06-05 08:00:04 SE Asia Standard Time;05/06/2021;08:00:04;700;1497168200;ugmkyutie;Ze;;@subschfess Semangat belajar wkwk, pokoknya sebisa mungkin banyak lomba apalagi online gini kan gampang nyari dan ikutnya, sama pilih organisasi yg tepat, kadang tu suka ada ekskul yg merasa lebih penting dari sekolah;in;[];[];[];0;0;0;[];[];https://twitter.com/ugmkyutie/status/1400980706386276355;FALSE;;0;;;;;;;;[{'screen_name': 'subschfess', 'name': 'OPEN DM - SOAL 19:00‼️', 'id': '1244113314398875649'}];;;;
1.40097E+18;1.40097E+18;2021-06-05 07:29:55 SE Asia Standard Time;05/06/2021;07:29:55;700;1.23764E+18;injuniyaa;💾 ||黄 Niiᵛ| kinda ia;;oke saat nya kerja 😍 semangat yg masi nguli dan yg ujian atau sekolah ..;in;[];[];[];0;0;0;[];[];https://twitter.com/injuniyaa/status/1400973120727437315;FALSE;;0;;;;;;;;[];;;;
1.40097E+18;1.40097E+18;2021-06-05 07:14:33 SE Asia Standard Time;05/06/2021;07:14:33;700;1.27312E+18;suksesbarengyaa;cc 21’;;hampir 5 tahun suka diem” sama dia, sekarang mau mundur aja deh, tapi makasi banyak km yg udah bikin aku semangat sekolah, berjuang biar masuk kuota snmptn biar kamu liat namaku, selalu dateng ke event sekolah karena mikir siapa tau kamu dateng, dan masi banyak lagi wkwk;in;[];[];[];1;0;0;[];[];https://twitter.com/suksesbarengyaa/status/1400969255831494656;FALSE;;0;;;;;;;;[];;;;
1.40096E+18;1.40096E+18;2021-06-05 06:41:01 SE Asia Standard Time;05/06/2021;06:41:01;700;1.12252E+18;lalafahza;lalafahza;;Jadi inget dulu di sekolah uts/uas yg semua soalnya bhs arab ada kayanya 5 mapel, dan alhamdulillah masih bisa lulus memuaskan🥺 semangat yg masih belajar bhs arab, yg penting qowaid, shorof, sama mufrodatnya kuat insyaAllah bisa mengikuti;in;[];[];[];0;0;0;[];[];https://twitter.com/lalafahza/status/1400960814962466819;FALSE;https://twitter.com/schfess/status/1400648023219183618;0;;;;;;;;[];;;;
1.40085E+18;1.40085E+18;2021-06-04 23:14:04 SE Asia Standard Time;04/06/2021;23:14:04;700;1.37112E+18;hyunbeibi;현성메니캏;;BROKEN COMPASS NYA 3RACHA/MIXTAPE 4 NYA SKZ SUMPAH YA INI GILS HARUS BGT DENGER  KALO MAU YG BIKIN SEMANGAT, PEDE, DLL DENGERIN GROW UP/MY PACE  KALO KALIAN MASIH SEKOLAH DAN RASANYA CAPE DENGERIN MIXTAPE 3  BTW INI SKZ SEMUA YAAAAA;in;[];[];[];0;0;0;[];[];https://twitter.com/hyunbeibi/status/1400848335041273862;FALSE;https://twitter.com/barefaceten/status/1400822964698771458;0;;;;;;;;[];;;;
1.40082E+18;1.40082E+18;2021-06-04 21:16:59 SE Asia Standard Time;04/06/2021;21:16:59;700;1.2914E+18;westenthu;🚫 jangan kirim vid yg ada lagu;;/wst guys recommend lagu yang semangat gitu dong tapi liriknya jangan yang aneh2 soalnya buat acara sekolah dan aku sekolah islam🙃 thankuuu! &lt;;;;;;;;;;;;;;;;;;;;;;;;;
1.40082E+18;1.40082E+18;2021-06-04 21:11:51 SE Asia Standard Time;04/06/2021;21:11:51;700;1.38042E+18;czipuy;chifuyu debut🎉;;p hyunk 🅰️w🆗🅰️w🆗🅰️w🆗 @jieloops lo lagi cari sekolah? semangat bestiee. sekolah dimanapun bagus kok asal lo mau belajar dengan baik dan benar. kejar nilai raport tiap semester biar bisa ikut snmptn. intinya niat, banyakin baca, dan doa jangan lupa. sukses buat lo sayang Q😘  https://t.co/bc3H8gRK8E;in;[{'screen_name': 'jieloops', 'name': 'juá', 'id': '1322442260714151936'}];[];['https://pbs.twimg.com/tweet_video_thumb/E3C0KR9VgAAVbiu.jpg'];3;0;0;[];[];https://twitter.com/czipuy/status/1400817579552165890;FALSE;;1;https://pbs.twimg.com/tweet_video_thumb/E3C0KR9VgAAVbiu.jpg;;;;;;;[];;;;
1.40081E+18;1.40077E+18;2021-06-04 20:26:04 SE Asia Standard Time;04/06/2021;20:26:04;700;459077545;scarflete;𝐯𝐠. mei ⋆ raa٫ hill wagner;;𖥻 . . Dampak Akademik  Cyberbullying yang ada di sekolah juga berdampak dimana korban merasa tidak nyaman dan tertekan, kondisi tersebut membuat korban tidak semangat untuk melakukan aktifitas dan jarang masuk kelas. Kondisi tersebut dapat menurunkan kualitas pendidikan.;in;[];[];[];0;0;0;[];[];https://twitter.com/scarflete/status/1400806056100384768;FALSE;;0;;;;;;;;[];;;;
1.4008E+18;1.40078E+18;2021-06-04 20:16:51 SE Asia Standard Time;04/06/2021;20:16:51;700;1.35607E+18;tunaqmayo;Reo;;@dontforgetme_ok Semangat dalam menjalani kehidupan dan sekolah wkwk;in;[];[];[];0;0;0;[];[];https://twitter.com/tunaqmayo/status/1400803739728945157;FALSE;;0;;;;;;;;[{'screen_name': 'dontforgetme_ok', 'name': 'Chi! 🐬', 'id': '1118527447547334656'}];;;;
1.4008E+18;1.16956E+18;2021-06-04 20:12:39 SE Asia Standard Time;04/06/2021;20:12:39;700;1.35644E+18;valstyies;firaa;;@BTS_twt i pray, semoga bisa dapet rank 1 dan masuk sekolah fav pake jalur prestasi. buat kamu semangat juga ya, ayo belajar kalau pengen ketemu yoongi dan memb lainnya! sehat selalu, have a nice day.;in;[];[];[];0;0;0;[];[];https://twitter.com/valstyies/status/1400802681497677831;FALSE;;0;;;;;;;;[{'screen_name': 'BTS_twt', 'name': '방탄소년단', 'id': '335141638'}];;;;
1.4008E+18;1.4008E+18;2021-06-04 20:10:04 SE Asia Standard Time;04/06/2021;20:10:04;700;1.24625E+18;wiewithmehh;Wiewithoutme (Pergi dan menghilang);;@simpforphuwin Selalu semangat, kokkk. Yuk sekolah yang benerrr 😂😂😂 SEMANGAAT DAN MAKASIHHH;in;[];[];[];1;0;0;[];[];https://twitter.com/wiewithmehh/status/1400802030046769152;FALSE;;0;;;;;;;;[{'screen_name': 'simpforphuwin', 'name': 'nxx', 'id': '1277006983040692224'}];;;;
1.4008E+18;1.4008E+18;2021-06-04 20:00:16 SE Asia Standard Time;04/06/2021;20:00:16;700;1.10398E+18;raaaaaa_ksj;Pinkpurple;;"Mau bilang terimakasih banyak buat @BTS_twt, dan khususnya seokjin yg jdi penyemangat hidup aku,jadi salah satu alasan buat aku semangat sekolah,raih cita"",biar bisa jadi org sukses kaya mereka💜 Ga kerasa kalian udh nemenin aku dari SMP dan skrg udh lulus SMA🥺   #SEOKJIN #ARMY  https://t.co/s4dYTVa2Ap";in;[{'screen_name': 'bts_twt', 'name': '방탄소년단', 'id': '335141638'}];[];['https://pbs.twimg.com/media/E3CjxU5VIAAyTq-.jpg', 'https://pbs.twimg.com/media/E3CjxonUUAUedTQ.jpg', 'https://pbs.twimg.com/media/E3Cjx5JVgAMt4ud.jpg'];0;0;0;['seokjin', 'army'];[];https://twitter.com/raaaaaa_ksj/status/1400799564441939970;FALSE;;1;https://pbs.twimg.com/media/E3CjxU5VIAAyTq-.jpg;;;;;;;[];;;;
1.40079E+18;1.40079E+18;2021-06-04 19:18:16 SE Asia Standard Time;04/06/2021;19:18:16;700;1.32875E+18;raspberryss2;𝕥𝕒𝕣𝕚シ|| GFot6;;buat kalian yg lagi ngerasa gak baik baik saja, semangat ya! semoga hal baik akan terus datang kedepannya.  untuk yang sedang ingin daftar sekolah, semoga dilancarkan dan keterima ya! untuk yang lagi ulangan, semangat ulangannya! semoga dapat hasil yg memuaskan.;in;[];[];[];1;1;3;[];[];https://twitter.com/raspberryss2/status/1400788996096094210;FALSE;;0;;;;;;;;[];;;;
1.40077E+18;1.40077E+18;2021-06-04 17:59:02 SE Asia Standard Time;04/06/2021;17:59:02;700;1.39102E+18;orijigumina;y;;congrast yaa yg buat lulus SMP!! selamat datang d kehidupan SMA dan semoga masuk d sekolah pilihan kamu!!^^ yg buat lg ujian kyk aku buat naik kelas. semangat yaa.! 퍼이팅!!🐥💛;in;[];[];[];0;0;0;[];[];https://twitter.com/orijigumina/status/1400769053900165124;FALSE;;0;;;;;;;;[];;;;
1.40076E+18;1.40076E+18;2021-06-04 17:28:02 SE Asia Standard Time;04/06/2021;17:28:02;700;1.22649E+18;nninaseelights;Nninasee;;"Tapi ketika SMA, semua beda 180°. Gak ada persaingan sekelas. Yang ada hanya antar 3 orang, itupun bukan yang bersaing"" banget. Aku yang awalnya semangat belajar, terikut pengaruh lingkungan sekolah yang kurang peduli belajar, yang penting naik kelas dan lulus wkwkw.";in;[];[];[];1;0;0;[];[];https://twitter.com/nninaseelights/status/1400761252020842503;FALSE;;0;;;;;;;;[];;;;
1.40075E+18;1.40074E+18;2021-06-04 16:59:51 SE Asia Standard Time;04/06/2021;16:59:51;700;531033734;parashtheooooo;Tortuga;;@cryptovasi GUA SEKOLAH TINGGI TINGGI SAMPE SARJANA CUMAN BUAT SETIA MENEMANI DAN MEMBERI SEMANGAT ANYA GERALDINE OLAH RAGA ???!!  ya gas lah...;in;[];[];[];1;8;102;[];[];https://twitter.com/Parashtheooooo/status/1400754163387039746;FALSE;;0;;;;;;;;[{'screen_name': 'cryptovasi', 'name': '︎ ︎', 'id': '1057921321038831618'}];;;;
1.40075E+18;1.40075E+18;2021-06-04 16:28:32 SE Asia Standard Time;04/06/2021;16:28:32;700;1.10137E+18;xiuelsa;시우☼;;moots gua banyak yg dapet pengumuman lulus ya hari ini?, selamat ya🤗 semoga sukses, dan selalu semangat buat sekolah❤🤗;in;[];[];[];0;0;0;[];[];https://twitter.com/xiuelsa/status/1400746279873880065;FALSE;;0;;;;;;;;[];;;;
1.40074E+18;1.4007E+18;2021-06-04 15:58:31 SE Asia Standard Time;04/06/2021;15:58:31;700;1.21997E+18;cincaylhaa_;Bukalapakemang Cincay;;"@collegemenfess Nyokap gw guru matematika yang paling easy going, dia rajin berangkat naik motor berdua sama bokap dan jarak antara sekolah sama rumah sekitar 1,5 jam perjalanan and then murid""nya g pernah ngeluh dan selalu semangat.";in;[];[];[];0;0;0;[];[];https://twitter.com/cincaylhaa_/status/1400738727513628672;FALSE;;0;;;;;;;;[{'screen_name': 'collegemenfess', 'name': 'COLLE | CEK PINNED 🚨', 'id': '1046084008742801408'}];;;;
1.40074E+18;1.40067E+18;2021-06-04 15:51:11 SE Asia Standard Time;04/06/2021;15:51:11;700;1.12061E+18;bbigbabe;sun;;@schfess benerann😭 rumah guru matematikaku kebanjiran dan ibunya dengan gigih dateng ke sekolah buat ngajar. salut dengan semangat ibunya💪🏻👍🏻;in;[];[];[];0;0;0;[];[];https://twitter.com/bbigbabe/status/1400736879184470016;FALSE;;0;;;;;;;;[{'screen_name': 'schfess', 'name': 'LATAH = BLOCK‼️', 'id': '1201673806156161025'}];;;;
1.40073E+18;1.40073E+18;2021-06-04 15:27:49 SE Asia Standard Time;04/06/2021;15:27:49;700;2215205575;hexxa_academy;Hexxa Academy;;Selamat!!! 🎊 Untuk Elsavina yang sudah diterima di sekolah favorit SMAN 1 Kediri 👏🏻 Terus semangat dan semoga sukses selalu! ✊🏻 Ayo segera bergabung bersama Hexxa!! Raih sekolah dan universitas favoritmu! 😊 #hexxaacademy #hexxahomeschooling #bimbelhexxa #privathexxa #kotakediri  https://t.co/dmqfqLD9Ji;in;[];[];['https://pbs.twimg.com/media/E3Bk_nbVEAUYwqd.jpg'];0;0;1;['hexxaacademy', 'hexxahomeschooling', 'bimbelhexxa', 'privathexxa', 'kotakediri'];[];https://twitter.com/hexxa_academy/status/1400731001974714371;FALSE;;1;https://pbs.twimg.com/media/E3Bk_nbVEAUYwqd.jpg;;;;;;;[];;;;
1.40072E+18;1.16956E+18;2021-06-04 14:40:59 SE Asia Standard Time;04/06/2021;14:40:59;700;1.29239E+18;mviih_jikook23;𝑷𝒂𝒓𝒌 𝑴𝒐𝒄𝒉𝒊𝒓𝒂𝒉⁷🐣;;@BTS_twt Aku mau Jujur ke kamu Kalo tadi sebelum berangkat ke sekolah aku udah janji bakal semangat ujian nya dan ngk bakal ngelakuin hal itu lagi tapi aku ingkar janji dan ngelakuin hal itu lagi Jujur entah udah berapa kali aku buat Janji sama tuhan buat;in;[];[];[];0;0;0;[];[];https://twitter.com/Mviih_Jikook23/status/1400719216194375682;FALSE;;0;;;;;;;;[{'screen_name': 'BTS_twt', 'name': '방탄소년단', 'id': '335141638'}];;;;
1.4007E+18;1.40069E+18;2021-06-04 13:42:26 SE Asia Standard Time;04/06/2021;13:42:26;700;1.31092E+18;divlagibelajar;div ⋒;;@subschfess Selamat ya buat adik angkatan 24 semoga kalian semangat sekolah dan rajin belajarnya  :)🎉;in;[];[];[];0;0;0;[];[];https://twitter.com/divlagibelajar/status/1400704481776398338;FALSE;;0;;;;;;;;[{'screen_name': 'subschfess', 'name': 'OPEN DM - SOAL 19:00‼️', 'id': '1244113314398875649'}];;;;
1.4007E+18;1.4007E+18;2021-06-04 13:36:15 SE Asia Standard Time;04/06/2021;13:36:15;700;1.34157E+18;jhxxsn;salmaaa 'kinda ia;;yang bakal dikangenin semasa dikelas adalah pelawak kelas demi apapun dia mood bgt dan salah satu alasan buat semangat dateng ke sekolah.;in;[];[];[];0;0;3;[];[];https://twitter.com/JHXXSN/status/1400702925186342915;FALSE;;0;;;;;;;;[];;;;
1.4007E+18;1.4007E+18;2021-06-04 13:08:52 SE Asia Standard Time;04/06/2021;13:08:52;700;1.24595E+18;adellion_;Adellion;;Ciee Ciee Ciee  Ada yang lulus dari sekolahannya nih asik asik, Selamat atas kelulusan sekolahnya kawand semoga dapat sekolah yang di inginkan yaa tetap semangat  Dan jangan lupa cari teman biar kalo ada info disekolah gak salah lagi xixixi canda kawand @R_AdelJKT48 ✌😂  https://t.co/nOAnYCdHPv;in;[{'screen_name': 'r_adeljkt48', 'name': 'reva fidela', 'id': '1148250023303401472'}];[];['https://pbs.twimg.com/tweet_video_thumb/E3BFm_VVkAUEHnl.jpg'];0;0;20;[];[];https://twitter.com/Adellion_/status/1400696032334258176;FALSE;;1;https://pbs.twimg.com/tweet_video_thumb/E3BFm_VVkAUEHnl.jpg;;;;;;;[];;;;
1.40069E+18;1.40064E+18;2021-06-04 12:31:36 SE Asia Standard Time;04/06/2021;12:31:36;700;1.10183E+18;kyungmarkie;lalaland 💫;;"@schfess waktu nangis di sekolah grgr telat masuk presentasi, abis kelas dia nyamperin aku sambil ngelus pundak aku dan blg ""udah, gapapa kok, ibunya ga marah, jangan nangis, ga boleh nyesel nyesel lagi, besok jangan gitu, semangat cewe""   lah aku makin n";in;[];[];[];0;0;0;[];[];https://twitter.com/kyungmarkie/status/1400686653337870338;FALSE;;0;;;;;;;;[{'screen_name': 'schfess', 'name': 'LATAH = BLOCK‼️', 'id': '1201673806156161025'}];;;;
1.40068E+18;1.40048E+18;2021-06-04 12:03:00 SE Asia Standard Time;04/06/2021;12:03:00;700;1.38049E+18;dionisiachy;Diooo²³|| Last day final test;;@subschfess Spp sekolah 2 jt ??? Mama kmu pasti sayang dan percaya banget sma kamu nder. Kalo mama kamu percaya sama kamu, masa kamu ga percaya sama diri kamu sendiri ? Ayo semangat !;in;[];[];[];0;0;0;[];[];https://twitter.com/DionisiAchy/status/1400679458139299841;FALSE;;0;;;;;;;;[{'screen_name': 'subschfess', 'name': 'OPEN DM - SOAL 19:00‼️', 'id': '1244113314398875649'}];;;;
1.40067E+18;1.40067E+18;2021-06-04 11:44:29 SE Asia Standard Time;04/06/2021;11:44:29;700;1.38474E+18;pks_muara_enim;PKS Muara Enim;;Launching , Pks muda bangun desa dan sekolah tani ternak muda pks , semangat kebangkitan &amp;;;;;;;;;;;;;;;;;;;;;;;;;
1.40067E+18;1.40067E+18;2021-06-04 11:26:38 SE Asia Standard Time;04/06/2021;11:26:38;700;1.24937E+18;rottepotato;giiiik🐣;;@bertanyarl yeaaay, selamaaat dan semangat untuk ngelanjutin ke jenjang sekolah selanjutnya yaaa ❤️❤️❤️;in;[];[];[];0;0;0;[];[];https://twitter.com/rottepotato/status/1400670304171528193;FALSE;;0;;;;;;;;[{'screen_name': 'bertanyarl', 'name': 'ON ┆ JANGAN REPLY OOT', 'id': '740913957293068289'}];;;;
1.40066E+18;1.40066E+18;2021-06-04 10:42:38 SE Asia Standard Time;04/06/2021;10:42:38;700;1.33192E+18;azyrcer;za`¹²³☼||🌼;;buat para kakak moots yang lulus, selamat ya 🥳🥳. Semoga hasilnya memuaskan dan diterima di sekolah yang diinginkan. Semangat belajarnya dan selalu bahagia.;in;[];[];[];0;0;0;[];[];https://twitter.com/azyrcer/status/1400659230944681986;FALSE;;0;;;;;;;;[];;;;
1.40066E+18;1.40066E+18;2021-06-04 10:40:30 SE Asia Standard Time;04/06/2021;10:40:30;700;1.17393E+18;baby_gypsophila;eman 🌼💾;;Dulu aku di sekolah diajarinnya sih begituu hehe.. cmiiw yaa Btw semangat teruss authornyaa dan pihak² terkaiitt.. kalian kereenn bgttt 🤧🤟🏼;in;[];[];[];0;0;0;[];[];https://twitter.com/baby_gypsophila/status/1400658696623968266;FALSE;;0;;;;;;;;[];;;;
1.40066E+18;1.40066E+18;2021-06-04 10:39:42 SE Asia Standard Time;04/06/2021;10:39:42;700;1.30358E+18;admirablerenjun;ly🦄;;reeen @bananajaemm congrats buat kelulusannya 🥳 aku tadi mau rep di tweet mu tapi keburu ke refresh jadi disini aja deh hahaha.   selamaat yaaa akhirnya lulus jugaa dan bebas dari hectic nya kelas 9🤣. sekarang semangat pendaftaran nyaa, semoga keterima di sekolah yang dituju ya;in;[{'screen_name': 'bananajaemm', 'name': 'ren lulus juga akhirnya', 'id': '1068738037599727616'}];[];[];1;0;1;[];[];https://twitter.com/admirablerenjun/status/1400658493321859073;FALSE;;0;;;;;;;;[];;;;
